adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3ZW8D196Ckh683dqKZMEH2Vnb8B.jpg,"[53, 14]",984500,kn,ಉಪೇಂದ್ರ ಇಂಟೆಲಿಜೆನ್ಸ್,"Set in a fictional world, the story is about the psychological conflict between a king in a town and an extraordinary man, and how that man, through his cunning and master minded plans takes over everything, takes control of the entire town, becomes a dictator.",6.329,/tWoeysV4ro6wn4TE0QgqMuo6Val.jpg,2024-12-20,UI,False,6.3,9
False,/im9KxAzlJlpUwtnFHnsLmS5nM46.jpg,"[80, 18]",1288828,sv,Miséria,The suburban criminal Adam's ghetto dreams turn into a nightmare of serious criminality when he is introduced to the network leader Chicago. Will Adam manage to leave the gang alive?,3.439,/tAQeIboGQSph1dfbhHxNjVvsGGG.jpg,2024-09-13,Miséria,False,0.0,0
False,/pdxHvWJqHX9mpPI2MJZODaGzs9S.jpg,[18],1329088,el,Υπάρχω,"The touching story of a child from a Pontic refugee family who managed to survive and thrive against all odds, thanks to his immense talent and resilience in the face of social and personal challenges. Music, love, family, friends, fishing, creativity, people of the night, hardcore fans, and intense conflicts come together to create the mosaic of his life. This film is a tribute to legendary singer, Stelios Kazantzidis, whose voice touched the hearts of all Greeks around the world. A film for those who loved him and those who wish to discover him.",4.695,/vDNGQ2M7O0psz7rLIVSuMhlpqry.jpg,2024-12-19,Stelios,False,8.3,5
False,/sxAnefbue6hNYZejvLEjViDWgiP.jpg,"[10749, 35]",943397,pt,Fazendo Meu Filme,Everything changes in Fani's life when the opportunity arises to do an exchange program and live in another country for a year. The revealing conversations by phone or MSN and the constant notes during the class turn to another subject: the upcoming trip.,6.79,/wFSPhq1hYEmA71o3u3yK7lMHbQs.jpg,2024-02-14,Shooting My Life's Script,False,6.979,24
False,/zZVoDPJW6JVBHecIOOuudrX1yCn.jpg,"[35, 10749]",1210338,tr,Lohusa,A pair of new parents navigate postpartum life following the birth of their first child.,5.835,/5XOLpO3Ugp6c5cklMe71d7hsO1X.jpg,2024-01-19,Lohusa,False,4.8,8
False,/31skHblhTb3XNUcbFrQH1PgyiHV.jpg,"[10749, 35, 10770]",1143873,en,One Perfect Match,"The matchmaker Lucy Marks meets a handsome businessman and immediately feels a spark, but that spark is ruined when she learns he is her newest client.",4.532,/4j0MESk4WuIkHcT2einvDtrfdVp.jpg,2024-02-28,One Perfect Match,False,8.2,6
False,/ciQt5OfMivD7er2uE3RxHR9K3xj.jpg,"[35, 14]",808482,en,The People's Joker,An aspiring clown grappling with her gender identity combats a fascistic caped crusader.,3.668,/80yak1h7YcNpMOsfSbThfwKYKK4.jpg,2024-04-05,The People's Joker,False,7.1,27
False,/myxKM7oDTbTgc6udczq3G9InR7S.jpg,"[10770, 35, 10749]",1221677,en,Love & Jane,"Lilly, a hopeless romantic and literary enthusiast, is surprised when her wish to talk to her favorite author comes true and Jane Austen herself appears in her life.",5.497,/vKF3To8cmb7lPQw7iySTGsG8Z2A.jpg,2024-02-10,Love & Jane,False,7.8,5
False,/hoeooOsGEYsr5du9j1j12jGv0UL.jpg,"[35, 53, 9648, 80, 18]",1054221,en,Coup!,"A mysterious grifter appears on an isolated seaside estate claiming to be a wealthy family's new chef. When a plague descends on the island, the mischievous cook rouses his fellow staff to rebel and take over the mansion.",5.302,/9a9Uo1YtkEeXPgAFvDyEGcMnYCX.jpg,2024-08-02,Coup!,False,6.2,19
False,/hWdo4fYvvPr6jPOPJwxebBCeE0j.jpg,"[99, 10770]",1280483,en,Faye,"Through honest reflection, complemented by insight from colleagues and friends, Faye Dunaway contextualizes her life and filmography, laying bare her struggles with mental health while confronting the double standards she was subjected to as a woman in Hollywood.",5.295,/dpeUP8kX4mjDqqQXmByv6OKXTs0.jpg,2024-05-15,Faye,False,6.7,14
False,/20cBkPeLPV4P4BcAXXHosHgpRoW.jpg,"[10749, 18]",269579,es,Un Cuento de Circo & A Love Song,"Refugio, a romantic dreamer whose years long quest to find true love takes him from the circus life in Mexico to the nightlife of New Orleans, where he unexpectedly falls for a beautiful exotic dancer with a complicated past and a dangerous ex-lover who refuses to let her go.",5.295,/1FptiOyfq7Dm3pB5v7jARt3iqnh.jpg,2024-04-23,A Circus Tale & A Love Song,False,6.0,3
False,/uMyuUjdPggDH3lcj2TJFx6cUg5x.jpg,"[18, 35]",1409969,en,Family Gbese,Mazi's life is perfect—engaged to his dream girl and thriving at his high-powered investment firm. But a shocking request from his mentor threatens it all. Will he risk everything for the man who built his career or protect his perfect life?,5.291,/3hT24fxCfj3REJzVEiyZP7LfrTi.jpg,2024-11-28,Family Gbese,False,0.0,0
False,/1p2hOTpb2uN1nm2SuhuwX5AWMxt.jpg,[35],1315403,en,Foul Evil Deeds,A collection of short stories showcasing the wide variety of evil behavior human beings are capable of.,5.291,/vco6VqQFRxpetEAenJL1iQ8luQy.jpg,2024-08-10,Foul Evil Deeds,False,8.0,1
False,/cUrVoWzVAnoxQxNwSxFoTEO7ESn.jpg,"[80, 18]",1228545,cn,反貪風暴之加密危機,"Lok is the Chief Investigation Director of the Independent Commission Against Corruption (ICAC). Ordered by his superior to set up a special team to investigate a corruption case involving a bank's senior executive using cryptocurrency to tamper with the trading market, Lok approaches the cryptocurrency's trading platform software designer Xin for help, hoping to gather evidence internally. During the investigation process, ICAC discovers the bank's finances in ruins, and identifies the suspect as bank executive, Toh. When the chairman of the bank is kidnapped and the ransom demanded is in the form of the crypto coin related to the market tampering, Lok becomes more convinced there is more than meets the eye. When the commercial crime evolves into a criminal case, ICAC vows to bring in the mastermind.",5.282,/7b7LRWmf6G6Tb8a9sj3WVmNCfsO.jpg,2024-01-25,Crypto Storm,False,4.3,3
False,/dTfOc2v2lDnm5j6a5S9f92e5gHM.jpg,[18],1128156,ja,箱男,A photographer becomes intrigued by a mysterious man who has chosen to filter his experience of the world through a cardboard box placed over his head.,5.273,/c8ncwDtOFo2ztSRqWu62D7B4FGC.jpg,2024-08-23,The Box Man,False,5.0,1
False,/p3q4KMaOH5f358mcolesfOfdN7a.jpg,[35],1287819,ja,侍タイムスリッパー,A samurai who gets hit by lightning wakes up to find himself on a film set in the present day and starts to work as an extra on samurai films.,5.268,/gFMLhLhnHkQwGBFNucJir0QWR2l.jpg,2024-08-17,A Samurai in Time,False,10.0,2
False,/oIz5ECTMJyFRYkJ70Tw7jqeuFEW.jpg,[10402],1375774,en,Laufey's A Night at the Symphony: Hollywood Bowl,"Laufey takes the audience on a spell-binding sonic journey under the stars, performing alongside the legendary Los Angeles Philharmonic.",5.267,/kDfnqQnjgRkblUkkfS8pvR4dewf.jpg,2024-12-06,Laufey's A Night at the Symphony: Hollywood Bowl,False,0.0,0
False,/yg3wkYCBQnLjd4xFOYZaFXMH30M.jpg,[18],1137196,bg,Уроците на Блага,"Blaga is a seventy-year-old recently widowed former teacher and a woman of firm morals. When telephone scammers con her out of the money that she had saved for her husband’s grave, her moral compass slowly begins to lose its bearings…",5.267,/kn9mGezVAbg7hhWvgMnBIhw46cS.jpg,2024-01-19,Blaga's Lessons,False,6.5,8
False,/1VsEw1q0K0ut98nkK4kuiOhAwOA.jpg,"[18, 35, 80]",1225683,pt,Estômago 2: O Poderoso Chef,"Sequel to the award-winning 2007 film, Stomach 2 tells the tasty and bloody dispute between a faction leader and an Italian boss for control of the prison where they are held and the privilege of being served by the talented cook Raimundo Nonato",5.264,/21zKw6hhZaJxFyCDRHcS3E3BUzd.jpg,2024-08-29,Estomago 2: The Cookfather,False,6.667,9
False,/ppGoaIgv7MZVcAqWy1cAdsOzbAn.jpg,"[16, 878, 14]",1134966,es,Los hiperbóreos,"Actress and psychologist Antonia Giesen decides to film a script revealed by a voice within the mind of one of her patients. Seeking collaboration with the filmmaking duo León & Cociña, they craft a crossroads of theatre, science fiction, animation and fabulated biopic, populated by parallel worlds and haunted by the shadow of a Chilean Nazi writer as a demonic figure.",5.256,/6wXVMkWjEh8NrYkRt98tFjxId1W.jpg,2024-11-28,The Hyperboreans,False,8.5,2
False,/kWIx3dlbYVwByXBZaR7KQ1FF3ip.jpg,"[9648, 35, 10770]",1280437,ja,アリバイ崩し承りますスペシャル,,5.254,/aRRWQGVjf2tivgJNhJjd2zQ8LSn.jpg,2024-04-06,Alibi Breaker Special,False,6.5,2
False,/yRTZcfnu0OZj2gGhqmqds68TWXx.jpg,[18],1256557,en,I Feel Fine.,"Ozzy Taylor, a charismatic high school teen, discovers he can't control his intrusive thoughts of suicide, setting off a life-changing shift in his destiny.",5.248,/6MhttajnWytBDBy9wnSLXZszVc5.jpg,2024-11-06,I Feel Fine.,False,6.2,5
False,/hQCnnwh1hkcWSdpeRizggd4xVbs.jpg,[18],1075807,fr,After,"A club in Paris. Driving techno beats sweep everyone away. People dance, consume and talk. Félicie meets Saïd and takes him to her place for an afterparty. On the cusp between night and day, different lives and views collide.",5.247,/hTg2fCHuDyg0vLSZSmf9939DHiR.jpg,2024-09-25,After,False,5.5,2
False,/thUxSfkUN2JegDybYlOLHt9YCc1.jpg,"[18, 36]",1264349,ja,碁盤斬り,"Kakunoshin Yanagida (Tsuyoshi Kusanagi) was a samurai, but he was forced out of the Han due to a false accusation. He then lived in poverty with his daughter Kinu (Kaya Kiyohara). Despite being poor, he never gave up his pride and honor that he held as a samurai. Even when playing the board game Go, which is his hobby, he always plays in a fair manner. Because of a case, the truth behind the false accusation is revealed. Kakunoshin Yanagida is shaken and filled with rage. He decides to take revenge, even if it means he will be torn from his daughter.",5.246,/qQa3e4Lmi8u7JD99mhS6rK294GH.jpg,2024-05-17,Bushido,False,9.0,10
False,/dTotQNtAW61jUykBliCHH07ublq.jpg,[53],1067837,es,Puntos suspensivos,"Leo is a successful author of mystery novels, who writes under the pseudonym Cameron Graves. While penning his next book in an isolated chalet, he receives a strange visit from Jota, a somewhat troubling character, who claims to be a journalist. No one is aware of Leo’s true identity and only Victoria, his agent, knows his whereabouts, so... How has Jota managed to track him down? What are his intentions? A dark secret linked to Adriana, his young lover, seems to be behind the mysterious visit. Lies, betrayal, threats and death will be the order of the day as the two characters go head to head in a merciless duel.",5.239,/qYXGFZjB5ynyXi81VUHV1JLrZwb.jpg,2024-09-20,Ellipsis,False,5.315,27
False,/6UWX0UocgHjgXjnRffXyNSpVX9S.jpg,[27],1225293,ja,温泉シャーク,There have been cases of mysterious disappearances of onsen visitors in Atsumi city in S prefecture.The victims were eventually found dead with signs of severe injuries to their bodies resembling a vicious shark attack.,5.237,/7S4p4uYRXtgglDW7FcdObl9bdt3.jpg,2024-07-05,Hotspring Sharkattack,False,0.0,0
False,/KlBRiSkjMp9HPGOxjTPBp2WV7q.jpg,[10749],1381038,en,The Divorced Billionaire Heiress,"Isabella Moore meets Carson to celebrate their third anniversary, only to find out that he wants a divorce because he is marrying his lover on the same day.",5.236,/4sNkeR3yWG29yDSjgKvdDsp0VOY.jpg,2024-07-05,The Divorced Billionaire Heiress,False,10.0,1
False,/bDyG1tToPqdM8ocyThzUXMqY2HY.jpg,"[10749, 18]",1205088,ru,Лёд 3,"Nadya grew up and became a figure skater. She dreams of the Ice Cup, just like her mother once dreamed of. Gorin objects to his daughter’s sports career - he protects her from any difficulties and one can understand him: he has lost too much. At a secret training session, Nadya meets a young and daring hockey player from Moscow, and first love breaks out between them. The father does not believe in the sincerity of the young man’s feelings and separates the couple. But obstacles only strengthen true love, and when you love, the most fabulous ending can become a reality.",5.236,/tr3DwTTm7o3KzajZLW1whrprY6H.jpg,2024-02-14,Ice 3,False,6.6,5
False,/qUA7SsWDecxX3UqkLVV3HPat4NQ.jpg,[18],996084,de,Vena,Jenny and her boyfriend Bolle are expecting a child. This triggers ambivalent feelings in Jenny. She has clashed with the law and the youth welfare office and her relationship with Bolle is increasingly suffering from their drug addiction.,4.288,/z9ubsHAkc7KIlJLVJ7p7AFaJp1P.jpg,2024-11-01,Vena,False,9.0,1
False,/pViAq6jGI0r0tzmIouqvxsGh9e7.jpg,"[12, 28, 14]",1281386,zh,斗破苍穹3：除恶,"After Xiao Yan and Yao Lao broke the battle between the Snake Human Clan and the Human Clan, they traveled with Qing Lin and Mu Li to enhance their strength. They won a three-year agreement with Nalan Yanran, the big disciple of the Yunlan Sect. When they arrived at the Tagore Desert, Qing Lin was unexpectedly abducted. In order to find Qing Lin, Xiao Yan and the others met the once-famous Ice Emperor Haibodong and then traveled to the Red Salt City. In the chaotic city, a black hand slowly revealed its true identity, intending to capture them all. Through Xiao Yan's persistent efforts, the truth about his mother's death during his childhood was gradually revealed.",4.633,/mJJWYWicTKbbN9QmAOvJGdIb0I7.jpg,2024-05-02,Fights Break Sphere 3,False,10.0,1
False,/t6UzxoepyB5exJuKDYVtTqhRkVQ.jpg,"[35, 10749]",1266524,ru,Зять,"In the center of the plot is an exemplary husband and exemplary father Oleg. His life is measured and planned for years to come. But fate has its own plans: the young beauty daughter Alyona falls in love with the once best friend and peer of her father Anton, with whom they are united not just by friendship in the distant past, but by a stormy youth in all respects. So stormy that Oleg prefers to keep it a secret even from his family. As a loving father, Oleg is simply obliged to prevent the union of his only daughter with an immoral type, whose past makes him the worst candidate for son-in-law in the world. Anton continues to live that reckless life that both lived 30 years ago, but Alyona seems to like just such guys.",5.134,/1fQdO1yY5J32a66jU8koLvOnTex.jpg,2024-11-21,Son-in-Law,False,9.0,2
False,/bDyG1tToPqdM8ocyThzUXMqY2HY.jpg,"[10749, 18]",1205088,ru,Лёд 3,"Nadya grew up and became a figure skater. She dreams of the Ice Cup, just like her mother once dreamed of. Gorin objects to his daughter’s sports career - he protects her from any difficulties and one can understand him: he has lost too much. At a secret training session, Nadya meets a young and daring hockey player from Moscow, and first love breaks out between them. The father does not believe in the sincerity of the young man’s feelings and separates the couple. But obstacles only strengthen true love, and when you love, the most fabulous ending can become a reality.",5.236,/tr3DwTTm7o3KzajZLW1whrprY6H.jpg,2024-02-14,Ice 3,False,6.6,5
False,/pR0YPfowzrhSCLh82sLS8eBouZR.jpg,"[27, 53, 18]",1219348,en,They Turned Us into Killers,"A girl is drugged and assaulted by her boyfriend before taking her own life. Determined to seek revenge, her best friend hunts down those responsible.",6.7,/bO0CCQ9YYbP0Zpyv61Vx2CnQ4Et.jpg,2024-01-09,They Turned Us into Killers,False,5.25,4
